"interest_rate","income_ver","debt_to_income","credit_util","bankruptcy","term","issued","credit_checks"
21.45,"not",16.16,0.6796,0,60,"Jan2018",2
7.96,"verified",72.89,0.2087,0,36,"Mar2018",15
21.45,"not",24.65,0.9291,0,60,"Jan2018",0
7.35,"source_only",0.09,0.0032,0,36,"Jan2018",0
10.91,"not",20.48,0.7635,0,36,"Feb2018",2
17.47,"source_only",27.53,0.6403,1,60,"Mar2018",4
10.42,"verified",2.97,0.025,0,36,"Jan2018",2
6.71,"verified",0,0,0,36,"Mar2018",0
7.35,"not",17.28,0.1673,0,36,"Jan2018",0
28.72,"source_only",13.81,0.2975,0,60,"Mar2018",0
17.09,"verified",22.59,0.2652,0,60,"Jan2018",1
15.05,"verified",17.67,0.4831,0,60,"Feb2018",1
14.08,"not",24.13,0.4598,0,60,"Jan2018",1
16.02,"verified",29.31,0.7174,1,36,"Jan2018",1
16.02,"verified",30.31,0.1829,0,60,"Jan2018",0
12.61,"source_only",11.98,0.2384,0,36,"Mar2018",2
5.32,"source_only",32.65,0.5719,0,36,"Feb2018",1
17.47,"source_only",24.19,0.4193,1,36,"Mar2018",2
17.47,"verified",22.66,1.0447,0,36,"Mar2018",2
17.09,"verified",39.43,0.2649,0,60,"Jan2018",1
21.85,"source_only",36.93,0.3035,0,36,"Mar2018",3
15.04,"not",10.29,1.3479,0,36,"Feb2018",2
11.98,"verified",16.08,0.2079,0,60,"Feb2018",2
10.42,"source_only",12.91,0.1744,0,60,"Feb2018",0
9.43,"verified",8.36,0.0301,1,36,"Mar2018",1
18.45,"source_only",9.55,0.0998,1,36,"Mar2018",3
20,"verified",34.91,0.7796,0,60,"Feb2018",3
5.32,"not",10.13,0.6828,1,36,"Jan2018",4
6.08,"not",4.48,0.0165,0,36,"Feb2018",1
15.04,"not",22.85,0.5914,0,36,"Mar2018",0
15.04,"verified",10.73,0.4333,0,36,"Mar2018",0
13.59,"source_only",4.15,0.5524,0,36,"Jan2018",0
9.92,"source_only",23.85,0.2584,0,60,"Mar2018",6
12.62,"not",22.67,0.7396,0,60,"Jan2018",1
14.08,"source_only",8.78,0.3776,0,60,"Feb2018",1
25.81,"not",9.96,1.1075,0,60,"Mar2018",0
18.45,"source_only",6.15,0.0903,0,60,"Mar2018",2
7.97,"not",12.38,0.6687,0,36,"Jan2018",0
9.92,"source_only",28.67,0.3092,0,36,"Mar2018",3
13.59,"source_only",16.04,0.8156,0,36,"Jan2018",0
11.98,"verified",14.29,0.2214,0,60,"Mar2018",3
13.59,"not",36.52,0.5502,0,36,"Jan2018",0
16.02,"source_only",20.59,0.2686,0,36,"Jan2018",3
15.05,"not",29.07,0.8055,0,36,"Jan2018",2
10.9,"not",9.71,0.3851,0,36,"Mar2018",1
15.04,"source_only",24.59,0.2661,0,60,"Mar2018",5
15.04,"verified",57.02,0.691,0,60,"Mar2018",1
11.98,"not",21.79,0.6931,0,36,"Mar2018",0
7.96,"not",10.62,0.541,0,36,"Feb2018",2
9.92,"not",13.16,0.3664,0,36,"Mar2018",1
14.08,"source_only",33.19,0.3001,1,36,"Mar2018",6
6.08,"source_only",10.5,0.4942,0,36,"Feb2018",0
12.61,"verified",14.54,0.1271,0,60,"Mar2018",3
16.02,"not",24.98,0.3738,1,36,"Jan2018",3
5.31,"not",8.62,0.2805,0,36,"Feb2018",1
6.08,"not",17.98,0.0858,0,36,"Jan2018",0
18.45,"verified",27.53,0.3399,0,36,"Mar2018",3
9.44,"not",62.48,0.3005,0,36,"Jan2018",3
6.07,"not",30.87,0.1962,0,36,"Mar2018",1
9.44,"source_only",15.48,0.5745,1,36,"Jan2018",2
16.02,"verified",27.19,0.5682,0,60,"Jan2018",0
6.07,"not",16.78,0.3206,1,36,"Feb2018",4
25.82,"verified",15.17,0.7814,0,60,"Jan2018",2
15.05,"source_only",20.94,0.1913,0,36,"Jan2018",0
6.07,"not",22.49,0.2665,0,36,"Mar2018",0
7.97,"source_only",9.71,0.2489,0,36,"Feb2018",0
11.99,"verified",17.54,0.5331,1,60,"Jan2018",2
18.45,"source_only",38.15,0.6371,0,36,"Mar2018",0
9.92,"verified",25.63,0.211,0,36,"Mar2018",0
13.59,"verified",35.64,0.2793,0,36,"Feb2018",1
9.43,"source_only",5.27,0.4221,0,36,"Mar2018",0
16.01,"source_only",4.38,0.0497,0,60,"Feb2018",0
11.98,"source_only",9.55,0.4999,0,60,"Feb2018",1
10.91,"source_only",14.18,0.1085,0,36,"Jan2018",6
6.71,"not",24.11,0.465,0,36,"Mar2018",3
11.98,"source_only",26.19,0.8775,0,36,"Mar2018",1
11.99,"not",9.22,0.5682,0,36,"Feb2018",0
9.92,"verified",7.54,0.3728,0,60,"Mar2018",1
11.98,"verified",9.47,0.3086,0,36,"Mar2018",1
6.08,"verified",20.33,0.1346,0,36,"Jan2018",2
6.08,"not",16.32,0.2351,0,36,"Jan2018",0
7.96,"not",3.33,0.1624,1,36,"Mar2018",5
9.93,"source_only",24.75,0.4029,0,60,"Feb2018",0
6.71,"source_only",12.65,0.5709,0,36,"Mar2018",1
10.91,"not",8.7,0.6299,0,36,"Jan2018",0
19.03,"source_only",13.39,0.1427,0,60,"Jan2018",1
9.93,"not",19.4,0.2333,0,36,"Jan2018",3
7.34,"source_only",14.33,0.0931,0,36,"Mar2018",0
15.04,"source_only",22.17,1.0068,0,36,"Mar2018",0
18.45,"source_only",18.41,0.5825,0,60,"Feb2018",1
9.44,"source_only",10.71,0.4519,0,60,"Jan2018",5
6.08,"not",17.35,0.1021,0,36,"Jan2018",0
7.35,"source_only",28.24,0.3609,0,36,"Jan2018",0
13.59,"source_only",23.58,0.2474,0,36,"Jan2018",1
17.09,"source_only",29.67,0.1154,0,60,"Jan2018",0
10.91,"verified",27.29,0.2188,0,60,"Jan2018",1
13.59,"verified",25.2,0.2158,0,36,"Jan2018",8
5.32,"source_only",15.56,0.7786,0,36,"Feb2018",0
10.91,"source_only",15.71,0.1694,0,36,"Jan2018",2
16.01,"verified",23.94,0.2116,0,60,"Mar2018",4
10.42,"source_only",8.86,0.4551,0,60,"Jan2018",1
9.43,"source_only",11.82,0.3165,0,36,"Mar2018",3
9.43,"source_only",9.31,0.3062,0,60,"Mar2018",2
6.07,"source_only",20.93,0.4088,0,36,"Feb2018",0
11.99,"source_only",24.02,0.5463,0,60,"Jan2018",0
10.42,"not",14.76,0.107,0,36,"Jan2018",5
14.07,"source_only",8.75,0.1102,0,36,"Mar2018",1
13.59,"not",18.34,0.2885,0,36,"Feb2018",1
10.9,"not",20.75,0.5087,0,36,"Mar2018",10
14.08,"verified",36.72,0.835,0,60,"Feb2018",0
11.98,"source_only",19.57,0.1188,0,60,"Mar2018",1
11.99,"source_only",19.76,0.1711,0,60,"Feb2018",2
11.99,"source_only",23.77,0.2094,0,60,"Jan2018",2
6.71,"not",11.61,0.5306,1,36,"Mar2018",1
9.92,"not",24.86,0.2502,0,36,"Mar2018",0
10.9,"verified",19.41,0.7766,0,60,"Mar2018",8
9.93,"not",29.11,0.3203,0,36,"Jan2018",6
11.99,"not",5.79,0.3239,0,36,"Jan2018",1
5.32,"not",22.92,0.7452,0,36,"Feb2018",2
18.45,"source_only",27.64,0.8313,0,60,"Mar2018",1
6.07,"source_only",20.45,0.6172,0,60,"Mar2018",0
11.98,"verified",16.06,0.7403,1,36,"Feb2018",2
10.9,"verified",30.87,0.1215,0,36,"Mar2018",2
11.98,"not",6.15,0.1574,0,36,"Mar2018",2
12.62,"source_only",14.91,0.2826,0,60,"Jan2018",4
10.9,"not",30.33,0.1948,0,60,"Feb2018",0
5.32,"not",11.34,0.7714,1,36,"Feb2018",5
11.98,"not",19.42,0.5457,1,36,"Feb2018",1
19.03,"verified",13.48,0.1382,1,60,"Jan2018",3
6.07,"not",22.54,0.4295,0,36,"Feb2018",3
13.59,"source_only",12.48,0.3071,0,36,"Feb2018",0
12.61,"not",27.7,0.5515,1,36,"Mar2018",1
14.07,"verified",13.82,0.48,0,36,"Mar2018",0
12.62,"verified",25.96,0.2876,0,36,"Jan2018",0
21.45,"source_only",22.09,0.5045,1,60,"Jan2018",1
23.88,"source_only",8.41,0.7522,0,36,"Jan2018",2
9.44,"verified",20.1,0.1639,0,36,"Jan2018",0
6.08,"not",22.33,0.1051,0,36,"Jan2018",5
21.85,"not",17.09,0.6807,0,36,"Mar2018",2
7.34,"source_only",6.31,0.0956,0,60,"Mar2018",0
14.07,"source_only",20.07,0.7334,0,36,"Mar2018",1
11.99,"verified",8.95,0.0412,0,60,"Jan2018",0
7.97,"source_only",5.5,0.2481,0,36,"Jan2018",1
11.98,"not",5.54,0.0718,0,36,"Feb2018",0
17.47,"not",0.129926666666667,0.4657,0,60,"Mar2018",1
23.87,"source_only",31.51,0.5658,1,60,"Mar2018",0
7.35,"source_only",6.58,0.2192,0,36,"Feb2018",3
16.02,"verified",17.04,0.8411,0,36,"Jan2018",3
10.9,"not",16.33,0.5124,1,36,"Mar2018",4
12.61,"not",26.38,0.1508,0,60,"Mar2018",0
14.08,"not",21.73,0.9983,0,36,"Jan2018",0
9.92,"verified",3.93,0.1683,0,36,"Mar2018",0
15.05,"not",2,0.1427,0,36,"Jan2018",0
9.43,"not",12.78,0.2374,0,36,"Mar2018",2
6.07,"not",4.98,0.0905,0,36,"Feb2018",0
6.08,"not",20.99,1.4701,0,36,"Feb2018",0
6.08,"not",14.76,0.0458,0,36,"Jan2018",0
10.9,"source_only",4.41,0.0479,0,36,"Mar2018",3
13.58,"verified",25.11,0.9176,0,60,"Mar2018",0
18.45,"verified",19.83,0.6713,0,60,"Mar2018",0
7.35,"not",18.84,0.6521,0,36,"Feb2018",0
6.72,"source_only",0.32,0.3318,0,36,"Jan2018",1
16.02,"source_only",0.38,8e-04,0,36,"Jan2018",1
10.42,"source_only",19.12,0.1281,0,36,"Jan2018",1
14.08,"verified",0.79,0.0198,0,60,"Jan2018",1
13.58,"source_only",17.83,0.208,0,36,"Mar2018",1
7.97,"not",33.92,0.1833,0,36,"Jan2018",4
10.91,"source_only",8.93,0.6546,0,36,"Jan2018",0
9.44,"not",23.74,0.6403,0,36,"Jan2018",0
16.01,"source_only",35.25,0.1869,0,36,"Mar2018",6
10.42,"not",20.42,0.3289,0,36,"Feb2018",0
17.47,"not",27.5,0.2154,0,60,"Feb2018",3
18.06,"not",8.22,0.6246,0,36,"Jan2018",0
11.99,"source_only",30.75,0.1655,0,36,"Jan2018",1
11.98,"not",6.9,0.6531,0,36,"Mar2018",1
15.04,"source_only",8.28,0.985,0,36,"Mar2018",1
7.35,"source_only",15.16,0.6167,0,36,"Jan2018",2
9.44,"source_only",10.75,0.2676,0,36,"Feb2018",0
9.92,"not",16.6,0.3758,0,60,"Feb2018",0
11.98,"not",41.15,0.5601,0,36,"Mar2018",1
10.42,"source_only",10.16,0.1623,0,36,"Jan2018",3
7.35,"source_only",14.93,0.1474,0,36,"Jan2018",1
9.44,"source_only",2.36,0.0906,0,36,"Feb2018",1
9.43,"source_only",8.19,0.3998,1,36,"Mar2018",1
18.06,"not",21.85,0.6776,0,36,"Feb2018",4
21.85,"source_only",17.19,0.3683,0,36,"Feb2018",1
9.93,"source_only",4.44,0.0561,0,60,"Feb2018",0
20.39,"verified",28.27,0.2623,0,60,"Feb2018",2
7.34,"not",2.84,0.166,0,36,"Mar2018",1
15.05,"source_only",33.46,0.7536,0,36,"Feb2018",2
10.9,"source_only",29.19,0.2172,0,60,"Mar2018",2
20.39,"not",13.73,0.6015,0,36,"Mar2018",1
24.85,"not",29.89,0.4083,0,36,"Jan2018",0
7.35,"verified",2.44,0.0885,0,36,"Jan2018",3
9.44,"not",21.82,0.1095,0,36,"Jan2018",1
17.47,"verified",10.09,0.0417,0,36,"Mar2018",1
10.91,"verified",32.03,0.6456,0,36,"Feb2018",0
9.44,"not",26.56,0.0871,0,36,"Feb2018",0
6.71,"verified",2.43,0.0102,0,36,"Feb2018",5
15.04,"not",15.64,0.9186,0,36,"Mar2018",0
10.41,"verified",14.54,0.125,1,36,"Feb2018",0
13.59,"verified",17.31,0.1791,0,36,"Feb2018",0
11.99,"not",37.34,0.4474,0,60,"Feb2018",0
20,"source_only",19.42,0.3288,0,36,"Jan2018",2
12.62,"source_only",11.57,0.0761,0,60,"Jan2018",3
6.71,"not",2.32,0.1013,0,36,"Mar2018",3
11.98,"not",12.76,0.041,0,36,"Mar2018",2
7.35,"not",18.77,0.5022,0,36,"Jan2018",0
12.62,"source_only",5.63,0.973,0,60,"Feb2018",3
11.99,"not",1.98,0.4636,0,60,"Feb2018",4
11.98,"not",19.41,0.7071,0,36,"Mar2018",0
18.06,"not",21.73,0.734,0,36,"Jan2018",6
12.61,"source_only",7.87,0.0678,0,60,"Mar2018",4
17.47,"source_only",20.18,0.2642,0,60,"Mar2018",2
15.05,"verified",0.55,0.1007,0,60,"Jan2018",1
9.43,"not",0.68,0.0996,0,36,"Mar2018",0
5.31,"source_only",9.19,0.2661,0,36,"Mar2018",0
10.41,"source_only",18.28,0.6272,0,36,"Mar2018",6
15.05,"not",20.18,0.6668,0,36,"Jan2018",0
7.35,"not",0.302107142857143,0.1151,0,36,"Feb2018",1
19.03,"verified",12.32,0.1625,0,60,"Jan2018",0
10.41,"not",28.92,0.0402,0,36,"Mar2018",1
10.91,"source_only",18.19,0.5813,0,36,"Feb2018",4
7.97,"not",25.09,0.7601,0,36,"Jan2018",2
9.93,"source_only",12.7,0.7641,0,36,"Feb2018",2
12.62,"not",33.14,0.3143,0,60,"Feb2018",9
12.62,"not",18.61,0.4442,1,36,"Jan2018",2
18.06,"verified",20.82,0.3044,0,36,"Jan2018",5
6.71,"source_only",27.87,0.808,0,36,"Mar2018",0
6.07,"source_only",19.49,0.3074,0,36,"Mar2018",1
18.06,"verified",29.95,0.558,1,36,"Mar2018",1
5.32,"not",9.13,0.1474,0,36,"Jan2018",3
13.59,"source_only",18.64,0.3854,0,36,"Mar2018",8
7.96,"not",9.16,0.6405,0,36,"Mar2018",1
9.43,"verified",15.22,0.6445,0,36,"Mar2018",2
5.31,"source_only",8.87,0.1285,0,36,"Mar2018",0
6.07,"verified",26.14,0.4005,0,36,"Mar2018",0
21.45,"not",20.33,0.1692,0,36,"Jan2018",11
7.35,"not",5.34,0.1827,0,36,"Feb2018",2
11.98,"source_only",9.63,0.354,0,36,"Mar2018",1
7.34,"not",26.2,0.5829,0,36,"Mar2018",0
6.07,"verified",16.23,0.0989,0,36,"Mar2018",1
12.61,"source_only",10.32,0.0749,1,60,"Feb2018",5
7.34,"source_only",10.23,0.1012,1,36,"Mar2018",2
9.93,"not",4.17,0.4801,0,36,"Feb2018",0
9.44,"not",17,0.0421,0,60,"Feb2018",0
18.45,"verified",35.26,0.2488,0,60,"Mar2018",0
6.07,"not",7.73,0.0588,0,36,"Mar2018",6
11.99,"source_only",14.4,0.7476,0,36,"Jan2018",3
9.44,"not",31.14,0.1985,0,36,"Jan2018",1
12.62,"verified",17.64,0.1223,0,36,"Jan2018",3
11.98,"verified",33.55,0.1592,0,60,"Mar2018",2
12.61,"verified",14.01,0.8985,0,36,"Mar2018",9
5.32,"verified",15.86,0.6124,0,36,"Feb2018",1
12.61,"source_only",27.25,0.3844,0,36,"Mar2018",2
9.44,"source_only",21.73,0.18,0,36,"Feb2018",0
15.04,"source_only",18.76,1.1267,0,36,"Mar2018",1
6.71,"source_only",9.55,0.1127,0,36,"Mar2018",6
7.35,"source_only",20.33,0.102,0,36,"Feb2018",3
6.07,"verified",27.33,0.4017,0,36,"Mar2018",0
15.04,"source_only",13.11,0.4683,0,36,"Mar2018",2
9.92,"source_only",17.51,0.3816,0,36,"Mar2018",2
16.01,"verified",27.81,0.7799,0,36,"Mar2018",1
6.72,"source_only",2.48,0.0158,1,36,"Jan2018",0
15.05,"source_only",23.97,0.5689,0,36,"Jan2018",5
22.91,"source_only",26.66,0.9155,0,36,"Jan2018",1
28.72,"source_only",20.47,0.1556,0,60,"Jan2018",1
6.71,"source_only",10.67,0.4723,0,36,"Mar2018",3
10.42,"source_only",26.83,0.524,0,36,"Feb2018",0
9.93,"not",16.19,0.5446,0,60,"Jan2018",0
7.35,"not",26.3,0.2146,0,36,"Feb2018",3
26.3,"source_only",10.78,0.3443,1,60,"Feb2018",2
7.34,"source_only",30.04,0.5774,0,60,"Mar2018",2
9.43,"not",6.79,0.8222,0,36,"Mar2018",1
10.41,"verified",32.32,0.8489,0,60,"Mar2018",0
13.58,"source_only",32.9,0.4118,0,36,"Mar2018",7
14.08,"not",16.98,0.7902,0,36,"Jan2018",0
9.44,"not",7.89,0.7908,0,36,"Jan2018",2
10.91,"not",21.73,0.6921,1,36,"Feb2018",0
9.44,"source_only",35.36,0.3834,0,36,"Feb2018",1
6.08,"verified",6.3,0.5656,0,36,"Mar2018",0
6.71,"not",30.26,0.3125,0,36,"Mar2018",5
10.91,"not",4.67,1.1763,0,60,"Jan2018",1
14.08,"verified",29.62,0.6313,0,36,"Jan2018",0
11.98,"source_only",22.8,0.4146,0,60,"Mar2018",2
5.32,"not",5.13,0.3434,0,36,"Jan2018",4
6.72,"not",2.19,0.1636,0,36,"Jan2018",0
6.71,"not",17.78,0.1862,0,60,"Feb2018",2
15.05,"source_only",22.19,0.2674,0,36,"Jan2018",1
10.9,"source_only",25.92,0.9287,0,60,"Mar2018",0
12.62,"not",19.28,0.4392,0,60,"Feb2018",0
11.99,"source_only",9.99,0.5367,0,60,"Jan2018",0
5.32,"not",16.16,0.7349,0,36,"Feb2018",2
5.32,"not",10.38,0.1804,0,36,"Feb2018",1
19.03,"source_only",2.72,0.2458,0,36,"Jan2018",16
9.93,"not",3.52,0.597,1,36,"Feb2018",1
14.07,"source_only",25.96,0.3302,1,60,"Mar2018",13
13.58,"source_only",25.87,0.8203,0,36,"Mar2018",8
5.31,"not",17.65,0.2454,0,36,"Mar2018",0
20.39,"not",5.65,0.836,0,36,"Mar2018",0
6.71,"not",20.31,0.387,1,36,"Feb2018",0
13.58,"source_only",30.65,0.5569,0,36,"Mar2018",0
9.93,"not",22.16,0.5483,0,36,"Feb2018",1
6.71,"not",28.33,0.0976,0,36,"Mar2018",3
10.91,"not",18.28,0.6974,1,36,"Feb2018",7
7.97,"source_only",14.67,0.7525,0,36,"Jan2018",1
10.41,"source_only",24.42,0.7317,0,36,"Feb2018",9
14.08,"source_only",14.36,0.6269,0,36,"Jan2018",0
5.32,"source_only",17.65,0.113,0,36,"Feb2018",1
10.91,"source_only",17.92,0.421,1,36,"Jan2018",1
12.62,"not",19.63,0.8407,0,36,"Feb2018",1
9.44,"source_only",28.23,0.3426,0,36,"Jan2018",3
16.01,"source_only",24.45,0.1304,0,36,"Mar2018",4
11.98,"source_only",23.74,0.5216,0,36,"Feb2018",11
6.07,"not",14.22,0.4184,0,36,"Mar2018",0
17.47,"verified",15.23,0.6779,0,36,"Mar2018",0
10.91,"not",25.07,0.1876,0,36,"Feb2018",0
21.85,"verified",47.71,0.5198,0,36,"Feb2018",2
30.79,"verified",24.17,0.6228,0,60,"Feb2018",2
7.96,"not",13.55,0.1321,0,36,"Mar2018",3
10.42,"source_only",20.54,0.7074,1,36,"Jan2018",3
6.72,"verified",4.7,0.3415,0,36,"Feb2018",0
14.07,"not",24,0.5209,0,60,"Feb2018",0
15.05,"verified",3.67,0.0114,0,36,"Jan2018",1
13.59,"source_only",24.15,0.1633,0,36,"Feb2018",0
12.62,"source_only",5.82,0.5915,0,36,"Feb2018",1
6.08,"not",9.68,0.3246,0,36,"Jan2018",0
10.91,"not",20.84,0.6691,1,36,"Jan2018",0
16.01,"verified",21.48,0.8133,0,36,"Mar2018",3
9.44,"source_only",4.87,0.0615,0,36,"Jan2018",1
10.41,"not",35.5,0.4071,0,36,"Feb2018",1
10.42,"not",30.92,0.2468,0,60,"Mar2018",0
10.42,"source_only",19.69,0.5386,1,36,"Jan2018",2
5.32,"source_only",17.65,0.2629,1,36,"Jan2018",7
10.9,"not",19.67,0.4468,0,60,"Mar2018",1
13.59,"verified",10,0.8385,0,36,"Feb2018",0
9.92,"source_only",5.56,0.9601,0,36,"Mar2018",1
21.85,"verified",27.77,0.7866,0,36,"Mar2018",6
7.35,"not",11.53,0.1419,0,36,"Jan2018",1
11.99,"source_only",11.85,0.5671,0,60,"Feb2018",0
24.84,"verified",16.56,0.8652,0,60,"Mar2018",1
6.71,"not",11.29,0.0687,0,36,"Mar2018",6
7.97,"source_only",25.01,0.2505,0,60,"Jan2018",0
13.59,"source_only",33.72,0.5691,0,36,"Jan2018",1
12.61,"not",7.97,0.9781,0,36,"Mar2018",1
15.05,"source_only",28.98,0.1648,0,60,"Jan2018",2
14.07,"source_only",3.19,0.4716,0,36,"Mar2018",1
20.39,"source_only",32.56,0.2101,0,36,"Feb2018",3
13.59,"not",17.63,0.7008,0,36,"Jan2018",2
10.9,"source_only",16.11,0.1828,0,36,"Mar2018",0
10.42,"verified",0,0,0,60,"Feb2018",0
10.91,"not",16.94,0.4635,0,36,"Jan2018",1
9.92,"source_only",17.14,0.563,0,36,"Mar2018",2
12.61,"not",27.43,0.4251,1,36,"Mar2018",0
12.61,"source_only",6.72,0.2976,0,36,"Mar2018",3
7.96,"verified",38.3,0.2444,1,36,"Mar2018",6
5.32,"not",5.6,0.0036,0,36,"Jan2018",0
16.02,"source_only",6.63,0.5287,0,36,"Feb2018",3
9.92,"not",9.22,0.4597,0,36,"Mar2018",1
11.98,"source_only",10.29,0.6101,0,36,"Mar2018",0
6.08,"not",31.88,0.7855,0,36,"Jan2018",0
9.44,"source_only",11.79,0.5854,0,36,"Jan2018",1
11.98,"source_only",21.72,0.2164,1,60,"Mar2018",5
20.39,"source_only",14.05,1.0272,0,60,"Feb2018",5
7.97,"verified",17.37,0.6922,0,36,"Feb2018",0
16.02,"source_only",22,0.5843,0,36,"Jan2018",0
14.07,"not",9.63,0.1488,1,60,"Mar2018",2
21.45,"verified",10.89,0.8513,0,36,"Jan2018",2
6.08,"not",18.22,0.4919,0,36,"Jan2018",0
6.71,"source_only",12.03,0.3553,0,36,"Mar2018",3
15.04,"source_only",27.84,0.2834,0,36,"Mar2018",2
18.45,"source_only",31.92,0.6993,0,60,"Mar2018",0
18.45,"not",23.2,0.4031,1,60,"Feb2018",3
13.59,"verified",18.66,0.0963,0,60,"Jan2018",5
13.58,"source_only",12.67,0.2365,0,36,"Feb2018",1
13.59,"not",6.58,0.7917,0,60,"Jan2018",0
15.05,"verified",5.61,0.5776,0,36,"Jan2018",1
7.34,"verified",16,0.1233,0,60,"Mar2018",1
19.03,"not",24.91,0.6098,0,60,"Jan2018",0
19.42,"verified",14.49,0.6408,0,60,"Mar2018",1
9.92,"source_only",9.31,0.253,0,36,"Mar2018",2
7.97,"source_only",30.71,0.2277,0,36,"Jan2018",1
9.44,"not",24.27,0.5356,0,36,"Feb2018",0
7.96,"not",36.19,0.2462,0,36,"Mar2018",0
15.05,"verified",2.51,0.0181,0,60,"Jan2018",5
7.35,"not",8.99,0.1616,0,36,"Jan2018",0
7.35,"source_only",2.28,0.1811,0,36,"Jan2018",0
18.06,"not",22.79,0.1958,0,60,"Jan2018",0
13.59,"not",8.92,0.9736,0,36,"Feb2018",0
6.71,"not",18.68,0.1044,0,36,"Mar2018",2
6.08,"not",15.18,0.0462,0,36,"Jan2018",1
17.47,"not",31.37,0.6963,0,36,"Mar2018",0
15.05,"verified",0.27,0.0018,0,60,"Feb2018",1
7.34,"not",11.37,0.0672,0,60,"Mar2018",1
12.61,"not",16.34,0.5935,0,36,"Feb2018",0
7.35,"source_only",37.3,0.1713,0,36,"Jan2018",4
9.93,"source_only",13.38,0.5766,0,60,"Jan2018",0
18.45,"source_only",24.72,0.3129,0,36,"Mar2018",0
18.06,"not",10.67,0.5693,0,36,"Feb2018",4
20.39,"source_only",43.57,0.5904,0,36,"Mar2018",0
7.35,"source_only",0.17,9e-04,0,36,"Feb2018",7
16.02,"source_only",17.39,0.3009,1,60,"Jan2018",1
5.32,"not",18.74,0.4305,0,36,"Jan2018",1
12.62,"source_only",29.11,0.2459,0,60,"Jan2018",0
10.9,"source_only",13.04,0.4049,0,60,"Feb2018",2
13.59,"source_only",3.36,0.3691,1,36,"Jan2018",3
6.07,"not",17.96,0.1759,0,36,"Feb2018",0
10.9,"not",32.29,0.3466,0,36,"Mar2018",2
10.9,"verified",6.72,0.0279,0,36,"Feb2018",2
16.02,"verified",25.65,0.7269,0,36,"Feb2018",2
7.97,"verified",23.47,0.1072,0,36,"Jan2018",2
6.72,"not",20.22,0.1305,0,36,"Jan2018",4
17.09,"verified",23.35,0.3986,0,36,"Jan2018",6
12.61,"not",22.44,0.9533,0,36,"Mar2018",1
9.44,"verified",26.43,0.3787,0,36,"Jan2018",1
13.59,"source_only",34.09,0.952,0,36,"Feb2018",1
19.03,"source_only",29.22,0.9038,0,36,"Jan2018",0
9.44,"source_only",25.07,0.1396,1,36,"Feb2018",0
9.44,"source_only",24.91,0.2133,0,36,"Jan2018",1
16.02,"source_only",11.26,0.1235,0,60,"Jan2018",1
14.07,"not",32.56,0.3813,0,36,"Mar2018",0
6.72,"verified",21.89,0.1995,0,36,"Jan2018",3
7.97,"verified",20.4,0.9428,0,36,"Jan2018",0
22.91,"verified",11.45,0.8305,0,60,"Jan2018",0
17.47,"not",15.61,0.9146,0,60,"Mar2018",0
14.08,"verified",16.11,0.534,1,36,"Feb2018",0
18.06,"source_only",10.94,0.4114,0,36,"Feb2018",2
9.93,"not",27.22,0.3392,0,36,"Jan2018",0
23.88,"source_only",16.14,0.613,0,60,"Feb2018",1
13.59,"not",30.88,0.7274,0,36,"Feb2018",0
7.96,"source_only",17.88,0.642,0,36,"Mar2018",3
5.31,"not",2.53,0.0372,1,36,"Mar2018",2
6.08,"not",11.18,0.1491,0,36,"Jan2018",1
14.08,"source_only",11.8,0.9107,0,36,"Jan2018",0
7.34,"source_only",20.4,0.4714,0,36,"Feb2018",1
18.06,"source_only",20.23,0.4701,0,60,"Jan2018",1
6,"source_only",22.27,0.4829,0,36,"Feb2018",1
13.59,"source_only",22.77,0.2934,0,60,"Feb2018",3
18.06,"source_only",16.56,0.7833,0,60,"Feb2018",10
14.07,"source_only",22.4,0.9017,0,36,"Mar2018",0
13.58,"not",9.62,0.3885,1,60,"Mar2018",12
7.35,"not",25.25,0.4081,0,36,"Jan2018",0
9.43,"source_only",26.69,0.6235,0,36,"Mar2018",0
21.45,"source_only",38.09,0.7704,0,60,"Feb2018",0
11.99,"not",21.62,0.5296,0,60,"Jan2018",0
24.84,"source_only",17.65,0.5504,1,60,"Mar2018",1
6.72,"source_only",13.62,0.1014,0,36,"Jan2018",0
9.44,"not",3.96,0.0322,0,36,"Jan2018",3
5.32,"source_only",13.35,0.3486,1,36,"Jan2018",2
9.43,"not",9.75,0.4702,0,36,"Mar2018",0
15.05,"source_only",16.52,0.5308,0,36,"Jan2018",5
9.93,"source_only",5.27,0.4598,0,36,"Jan2018",1
30.65,"not",34.39,0.5946,0,60,"Mar2018",0
11.98,"source_only",11.14,0.3609,1,36,"Mar2018",0
14.08,"source_only",20.75,0.6283,0,36,"Jan2018",0
19.03,"not",11.14,0.4696,0,36,"Feb2018",2
6.72,"not",37.21,0.3971,0,36,"Jan2018",1
21.45,"not",10.39,0.3311,0,60,"Jan2018",2
10.41,"verified",19.76,0.6085,1,36,"Mar2018",2
11.98,"source_only",3.21,0.0353,0,36,"Mar2018",2
12.62,"verified",25.3,0.405,0,36,"Feb2018",0
7.97,"source_only",23.12,0.6005,0,36,"Feb2018",4
10.91,"not",12.98,0.7575,1,36,"Jan2018",0
6.72,"source_only",18.85,0.0939,1,36,"Feb2018",2
15.05,"source_only",13.08,0.1327,0,36,"Jan2018",1
19.03,"source_only",10.13,0.2918,0,36,"Jan2018",0
